arxiv,date,title,authors,categories,comments,report_no,journal_ref,doi,abstract,link,label
arXiv:2402.02470 ," Sun, 4 Feb 2024 13:02:48 GMT  (38kb) ", Probing Planck scale physics with Belle II and LHCb ," Ashutosh Kumar Alok, Subhashish Banerjee, Neetu Raj Singh Chundawat  and S. Uma Sankar ", hep-ph hep-ex , 31 pages ,NA,NA,NA,"   With the advent of Belle II and the LHCb upgrade, the precision measurements of various B-Physics observables are on cards. This holds significant potential for delving into physics beyond the standard model of electroweak interactions. These measurements can also serve as means to establish limits on phenomena occurring at much finer length scales, such as quantum decoherence, which may arise due to potential discreteness in space-time or non-trivial topological effects. In this work, we set up the formalism to investigate the impact of quantum decoherence on several potential observables in $B$ meson systems. The approach employs the trace-preserving Kraus operator formalism, extending unitary evolution to non-unitary dynamics while maintaining complete positivity. In this formalism, the decoherence effects are parametrized in terms of a single parameter. Through the analysis of purely leptonic, semileptonic, and non-leptonic decays of $B$ mesons, we identify observables that could, in principle, be influenced by decoherence. The theoretical expressions are provided without neglecting the impact of decay width difference ($\Delta \Gamma$) and $CP$ violation in mixing. Considering that many of these observables can be measured with high precision using the abundant data collected by LHCb and Belle II, our formalism can be applied to establish constraints on the decoherence parameter through multiple decay channels. This offers an alternative set-up for such studies, which, at present, are predominantly conducted in the neutrino sector. ",https://arxiv.org/abs/2402.02470,0
arXiv:2402.02528 ," Sun, 4 Feb 2024 15:18:29 GMT  (1539kb,D) ", Description of $Z$ Boson Mass and $p_T$ Spectrum at LHC Using  Leading-Order Event Generators at $\sqrt{s} = 13.6$ TeV , Dharmender and Bibhuti Parida , hep-ph , 29 pages ,NA,NA,NA,"   In this paper, we report a study of $Z$ boson kinematic distributions in the $Z$+ 1-jet events from proton-proton ($pp$) collisions at $\sqrt{s}$ = 13.6 TeV at the Large Hadron Collider (LHC) using Leading-Order (LO) event generators. Three LO event generators, namely Pythia8, Herwig7 and Sherpa2, are explored with the implementation of appropriate Parton Shower (PS) and Matrix Element (ME) corrections. The $Z$ boson is reconstructed from oppositely charged di-lepton pairs ($\mu^+\mu^-$ and $e^+e^-$), and the associate leading jet is reconstructed with the anti-$k_T$ algorithm with radius $r$=0.4. The di-lepton invariant mass, $M_{\ell^+\ell^-}$, and the transverse momentum of the reconstructed $Z$ boson, $p_{T}^Z$, distributions are extensively studied by comparing three of the Monte Carlo (MC) predictions. In addition to this, we also explore several other kinematic distributions associated with the candidate lepton and the jet to distinguish the modelling of the LO event generators in depth. Furthermore, various showering modules within these event generators are explored for $Z$ + 1-jet production. While the three of these MC frameworks reproduce the $Z$ + 1-jet kinematics similarly, certain discrepancies in their predictions are identified in some variables. We analyzed them using different statistical tests. The best match of the $p_{T}^Z$ spectra was found between the Pythia8 and Sherpa2 results. ",https://arxiv.org/abs/2402.02528,0
arXiv:2402.02539 ," Sun, 4 Feb 2024 15:35:55 GMT  (305kb,D) ", $a_0(1710)$-$f_0(1710)$ mixing effect in the $D_{s}^{+} \rightarrow  K_S^{0} K_S^{0} \pi^{+}$ decay ," Yu-Wen Peng, Wei Liang, Xiaonu Xiong, Chu-Wen Xiao ", hep-ph hep-ex ," 17 pages, 7 figures, 2 tables ",NA,NA,NA,"   With the measurements of the decay $D^+_s \rightarrow K^0_S K^0_S \pi^+$ by the BESIII Collaboration, we investigate this three-body weak decay via the chiral unitary approach for the final state interaction, where the resonances $S(980)$ and $S(1710)$ are dynamically reproduced with the interaction of eleven coupled channels, and the $W$-external and -internal emission mechanisms are considered at the quark level. Besides, we also take into account the contribution from the $P$-wave resonance $K^*(892)^+$ and make a combined fit of the $K^0_S K^0_S$ and $K^0_S \pi^+$ invariant mass spectra measured by the BESIII Collaboration. The fitted results show that the enhancement around 1.7 GeV in $K^0_S K^0_S$ mass spectrum is overlapped with two visible peaks, indicating the mixing signal originated from the resonances $a_0(1710)$ and $f_0(1710)$ due to their different poles (masses). Thus, the decay $D^+_s \rightarrow K^0_S K^0_S \pi^+$ is helpful to reveal their molecular nature with the mixing signal, which can be more precisely measured in the future. ",https://arxiv.org/abs/2402.02539,0
arXiv:2402.02577 ," Sun, 4 Feb 2024 18:05:40 GMT  (477kb,D) ", Anomalous $U(1)$ extension of the Standard Model ," Pascal Anastasopoulos, Ignatios Antoniadis, Karim Benakli,  Fran\c{c}ois Rondeau ", hep-ph ," 30 pages, 1 figure ",NA,NA,NA,"   We present a set of example models in which the Standard Model (SM) symmetry group is extended by a new abelian symmetry. This additional symmetry appears anomalous in the effective low-energy theory; however, the anomalies cancel out when massive chiral fermions not present in the effective low-energy theory are taken into account. These chiral fermions under the new abelian gauge group, are chosen to be vector-like under the SM symmetries, and reside in the same representations as quarks and leptons. This allows us to quantitatively determine the magnitude of tree-level interactions between three vector bosons induced in low-energy effective field theory by the integration of chiral heavy fermions. We also examine the perturbativity constraints of the theory and the ultraviolet cut-off. We conclude by highlighting possible extensions of our work. ",https://arxiv.org/abs/2402.02577,0
arXiv:2402.02703 ," Mon, 5 Feb 2024 03:32:27 GMT  (250kb) ", Production of open-charm pentaquark molecules in decay $B^0 \rightarrow  \bar{D}^0 p \bar{p}$ ," Shu-Yi Kong, Jun-Tao Zhu, Shu Chen, Jun He ", hep-ph ," 8 pages, 3 figures ",NA,NA,NA,"   This study explores the production of open-charm pentaquark molecular states, specifically $N\bar{D}^*$ and $\bar{N}\bar{D}^*$, within the $B^0 \rightarrow \bar{D}^0 p \bar{p}$ decay process. We analyze the invariant mass spectrum of $p\bar{D}^0$ and $\bar{p}\bar{D}^0$, incorporating the rescattering process calculated using a quasipotential Bethe-Salpeter equation approach. Our findings suggest the potential identification of the isoscalar $\bar{N}\bar{D}^*$ molecule with $3/2^+$, serving as the antiparticle partner of the $\Lambda_c(2940)$, in the $\bar{p}\bar{D}^0$ mass distribution. Additionally, distinctive signals of the isovector $N\bar{D}^*$ molecule with $1/2^-$ may emerge in the $p\bar{D}^0$ invariant mass distribution. We highlight the significance of the three-body decay of the bottom meson as a valuable avenue for studying open-charm molecules and advocate for increased attention and more precise experimental measurements of the $B^0 \rightarrow \bar{D}^0 p \bar{p}$ process. ",https://arxiv.org/abs/2402.02703,0
arXiv:2402.02765 ," Mon, 5 Feb 2024 06:53:05 GMT  (52kb,D) ", Charmonium states in a coupled-channel model ," Zi-Long Man, Cheng-Rui Shu, Yan-Rui Liu, and Hong Chen ", hep-ph hep-ex nucl-th ," 19 pages,1 figure, 12 tables ",NA,NA,NA,"   We systematically investigate the mass spectrum and two-body open-charm strong decays of charmonium states in a coupled-channel model where the $^3P_0$ quark-antiquark pair creation mechanism is employed. The results of masses, mass shifts, proportions of the $c\bar{c}$ component, and open-charm decay widths are provided. The $S$-$D$ wave mixing angles and di-electric decay widths for vector mesons are also presented. Based on our results, we find that the $\psi(3770)$, $\psi(4040)$, $\psi(4160)$, $\psi(4360)$, and $\psi(4415)$ can be assigned as the $1^3D_1$-, $3^3S_1$-, $2^3D_1$-, $4^3S_1$-, and $3^3D_1$-dominated charmonium states, respectively. The $\psi_3(3842)$ is a good candidate of the $\psi_3(1D)$ charmonium state. The calculated mass and strong decay width of $\chi_{c1}(2P)$ with significant continuum contribution ($\sim$57\%) favor the charmonium interpretation for the mysterious $\chi_{c1}(3872)$. When considering the large uncertainty in the observed decay width, the possibility to assign the $\chi_{c0}(3860)$ as the $\chi_{c0}(2P)$ charmonium state cannot be ruled out. One may describe well the properties of $\chi_{c2}(3930)$ with the $\chi_{c2}(2P)$ charmonium. The predictions on properties of other $c\bar{c}$ states can be tested by future experiments. ",https://arxiv.org/abs/2402.02765,0
arXiv:2402.02767 ," Mon, 5 Feb 2024 06:59:01 GMT  (9kb) ", Chiral perturbative solution for the type-I seesaw mechanism in  next-to-leading order , Masaki J.S. Yang , hep-ph , 9 pages , STUPP-23-269 ,NA,NA,"   In this letter, we perform chiral perturbative diagonalization of the type-I seesaw mechanism by hierarchical singular values $\lambda_{i}$ of the Dirac mass matrix $m_{D}$ up to the next-to-leading order (NLO). Since the mass matrix of right-handed neutrinos $M_{R}$ has parity symmetries under $\lambda_{i} \leftrightarrow - \lambda_{i}$, the singular values $M_{i}$ and mixing angles of diagonalization of $M_{R}$ are written by only even and odd orders of $\lambda_{i}$ respectively.   We confirm this fact by specific perturbative expansions of the third- and the fourth-order by $\lambda_{i}$. As a result, as long as the chiral perturbation theory is valid, the NLO contributions are generally suppressed by $O(\lambda_{i}^{2} / \labmda_{j}^{2}) \lesssim 1\%$ compared to the leading-order expressions that have sufficient accuracies. ",https://arxiv.org/abs/2402.02767,0
arXiv:2402.02822 ," Mon, 5 Feb 2024 09:09:22 GMT  (8558kb,D) ", Higgs Precision Analysis of the Full LHC Run 1 and Run 2 Data ," Yongtae Heo, Dong-Won Jung, Jae Sik Lee ", hep-ph hep-ex ," 41 pages, 13 figures, 20 tables ", IUEP-HEP-24-01 ,NA,NA,"   We perform global fits of the Higgs boson couplings to the full Higgs datasets collected at the LHC with the integrated luminosities per experiment of approximately 5/fb at 7 TeV, 20/fb at 8 TeV, and up to 139/fb at 13 TeV. Our combined analysis based on the experimental signal strengths used in this work and the theoretical ones elaborated for our analysis reliably reproduce the results in the literature. We reveal that the LHC Higgs precision data are no longer best described by the SM Higgs boson taking account of extensive and comprehensive CP-conserving and CP-violating scenarios found in several well-motivated models beyond the SM. Especially, in most of the fits considered in this work, we observe that the best-fitted values of the normalized Yukawa couplings are about $2\sigma$ below the corresponding SM ones with the $1\sigma$ errors of 3-5%. On the other hand, the gauge-Higgs couplings are consistent with the SM with the $1\sigma$ errors of 2-3%. Incidentally, the reduced Yukawa couplings help to explain the excess of the $H\to Z\gamma$ signal strength of $2.2\pm 0.7$ recently reported by the ATLAS and CMS collaborations. ",https://arxiv.org/abs/2402.02822,2
arXiv:2402.02860 ," Mon, 5 Feb 2024 10:19:07 GMT  (110kb,D) ", Constraining kaon PDFs from Drell-Yan and $J/\psi$ production ," Wen-Chen Chang, Jen-Chieh Peng, Stephane Platchkov, Takahiro Sawada ", hep-ph hep-ex nucl-ex nucl-th ," 7 pages, 5 figures ",NA,NA,NA,"   The kaon parton distribution functions (PDFs) are poorly known due to paucity of kaon-induced Drell-Yan data. Nevertheless, these Drell-Yan data suggest a softer valence $u$ quark distribution of kaon than that of pion. We discuss the opportunity to constrain kaon PDFs utilizing existing kaon-induced $J/\psi$ production data. We compare the $K^- / \pi^-$ and $K^+ / \pi^+$ cross-section ratio data with calculations based on two global-fit parametrizations and two recent theoretical predictions for the kaon and pion PDFs, and test the results with two quarkonium production models. The $K^- / \pi^-$ cross-section ratio for $J/\psi$ production provides an independent evidence of different valence quark distributions in pion and kaon. The $K^+ / \pi^+$ $J/\psi$ data are found to be sensitive to the gluon distribution in kaon. We show that these $J/\psi$ production data provide valuable constraints for evaluating the adequacy of currently available sets of kaon PDFs. ",https://arxiv.org/abs/2402.02860,0
arXiv:2402.02903 ," Mon, 5 Feb 2024 11:16:10 GMT  (457kb,D) ", Hints of the $J^{PC}=0^{--}$ and $1^{--}$ $K^*\bar K_1(1270)$ Molecules  in the $J/\psi\to\phi\eta\eta'$ Decay ," Xiang-Kun Dong, Teng Ji, Feng-Kun Guo, Ulf-G. Mei{\ss}ner and  Bing-Song Zou ", hep-ph hep-ex ," 11pages, 8figures and 1 table ",NA,NA,NA,"   The primary objective of this study is to investigate hadronic molecules of $K^*\bar K_1(1270)$ using a one-boson-exchange model, which incorporates exchanges of vector and pseudoscalar mesons in the $t$-channel, as well as the pion exchange in the $u$-channel. Additionally, careful consideration is given to the three-body effects resulting from the on-shell pion originating from $K_1(1270)\to K^*\pi$. Then the BESIII data of the $J/\psi\to\phi\eta\eta'$ process is fitted using the $K^*\bar K_1(1270)$ scattering amplitude with $J^{PC}=0^{--}$ or $1^{--}$. The analysis reveals that both the $J^{PC}=0^{--}$ and $1^{--}$ assumptions for $K^*\bar K_1(1270)$ scattering provide good descriptions of the data, with similar fit qualities. Notably, the parameters obtained from the best fits indicate the existence of $K^*\bar K_1(1270)$ bound states, denoted by $\phi(2100)$ and $\phi_0(2100)$ for the $1^{--}$ and $0^{--}$ states, respectively. The current experimental data, including the $\eta$ polar angular distribution, cannot distinguish which $K^*\bar K_1(1270)$ bound state contributes to the $J/\psi\to\phi\eta\eta'$ process, or if both are involved. Therefore, we propose further explorations of this process, as well as other processes, in upcoming experiments with many more $J/\psi$ events to disentangle the different possibilities. ",https://arxiv.org/abs/2402.02903,0
arXiv:2402.02914 ," Mon, 5 Feb 2024 11:30:04 GMT  (1488kb,D) ", The feasibility of ultra-relativistic bubbles in SMEFT ," Upalaparna Banerjee, Sabyasachi Chakraborty, Suraj Prakash, and  Shakeel Ur Rahaman ", hep-ph astro-ph.CO ," 15 pages, 5 figures, 1 table ",NA,NA,NA,"   A first order electroweak phase transition probes physics beyond the Standard Model on multiple frontiers and therefore is of immense interest for theoretical exploration. We conduct a model-independent study of the effects of relevant dimension 6 operators, of the Standard Model Effective Field Theory, on electroweak phase transition. We use a thermally corrected and renormalization group improved potential and study its impact on nucleation temperature. We then outline bubble dynamics that lead to ultra-relativistic bubble wall velocities which are mainly motivated from the viewpoint of gravitational wave detection. We highlight the ranges of the Wilson coefficients that give rise to such bubble wall velocities and predict gravitational wave spectra generated by such transitions which can be tested in future experiments. ",https://arxiv.org/abs/2402.02914,-1
arXiv:2402.02974 ," Mon, 5 Feb 2024 12:55:13 GMT  (1591kb) "," Appearance of neutrino asymmetries in the process of expansion of the  Universe, hierarchy of neutrino masses and CP violation "," A.P Serebrov, O.M. Zherebtsov, R.M. Samoilov, N.S. Budanov ", hep-ph hep-ex ," 11 pages, 10 figures ",NA,NA,NA,"   In this work, we study the appearance of neutrino asymmetries during the expansion of the Universe. A mathematical model based on differential equations was used to describe the processes of neutrino oscillations considering CP violation and neutrino collisions. An analysis of the emergence of neutrino asymmetry due to collisions of neutrinos with each other and due to CP violation during neutrino oscillations is presented. It was discovered that the asymmetry bifurcates into two states with positive and negative asymmetry for the inverse hierarchy of neutrino masses. A state with a normal hierarchy of neutrino masses is unstable and is not realized. It is shown that the maximum CP violation is realized. The influence of this process on the dispersion of the primordial $^4\text{He}$ mass fraction is calculated, which is confirmed by astrophysical observations. Thus, the inverse hierarchy of neutrino masses is realized. The CP violation in neutrino oscillations is maximum and the phase is $\delta_{13}=270^\circ (-\pi/2)$ ",https://arxiv.org/abs/2402.02974,0
arXiv:2402.02993 ," Mon, 5 Feb 2024 13:32:55 GMT  (2228kb,D) ", Final state rescattering effects in axio-hadronic $\eta$ and  $\eta^{\prime}$ decays ," Daniele S. M. Alves, Sergi Gonz\`alez-Sol\'is ", hep-ph hep-ex ," 29 pages, 9 figures ", LA-UR-24-20793 ,NA,NA,"   It has been long-understood that final state rescattering effects provide $\mathcal{O}(1)$ corrections to hadronic meson decays rates, such as $\eta\to\pi\pi\pi$ and $\eta^{\prime}\to\eta\pi\pi$. Hence, one would expect that such effects would be just as important in axio-hadronic $\eta$ and $\eta^{\prime}$ decays, such as $\eta^{(\prime)}\to\pi\pi a$, where $a$ is an axion or axion-like particle (ALP). And indeed they are, as we show in this paper by using the treatment of dispersion relations to include the effects of strong final state interactions in several axio-hadronic processes, namely, $\eta^{(\prime)}\to\pi^0\pi^0 a$, $\eta^{(\prime)}\to\pi^+\pi^- a$, and $\eta^{\prime}\to\eta\pi^0 a$. We also compute the perturbative, leading order decay rates for multiple ALP emission, such as in $\eta^{(\prime)}\to\pi^{0}aa$, $\eta^{\prime}\to\eta aa$ and $\eta^{(\prime)}\to aaa$, and briefly discuss the expected corrections from strong interactions and the processes that must be considered for an accurate rate estimation of these multi-ALP decay channels. ",https://arxiv.org/abs/2402.02993,0
